Duration,"Engine Speed (RPM)","Vehicle Speed (Mph)",Gear,"Manifold Pressure (mbar)","Boost (psi)","Throttle Position (%)","Injector Duration (ms)","Duty Cycle (%)","Ignition Advance","Knock Retard","Air Temperature (F)","Coolant Temperature (F)","O2 Voltage",Lambda,"Air Fuel Ratio",VTEC,CEL
"72:4354:36.434",822,"0.0",0,0,"0.0","0","2.36","2","16.25","0.00","118.94","177.80","3.88","0.00","0.00",OFF,
"72:4354:36.465",825,"0.0",0,0,"0.0","0","2.40","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:36.496",822,"0.0",0,0,"0.0","0","2.41","2","16.25","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:36.527",823,"0.0",0,0,"0.0","0","2.40","2","16.25","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:36.558",823,"0.0",0,0,"0.0","0","2.39","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:36.590",825,"0.0",0,0,"0.0","0","2.39","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:36.621",827,"0.0",0,0,"0.0","0","2.39","2","16.25","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:36.652",822,"0.0",0,0,"0.0","0","2.42","2","16.25","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:36.683",824,"0.0",0,0,"0.0","0","2.40","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:36.714",825,"0.0",0,0,"0.0","0","2.40","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:36.746",829,"0.0",0,0,"0.0","0","2.38","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:36.777",824,"0.0",0,0,"0.0","0","2.40","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:36.808",824,"0.0",0,0,"0.0","0","2.40","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:36.855",824,"0.0",0,0,"0.0","0","2.32","2","16.00","0.00","118.94","177.80","3.88","0.00","0.00",OFF,
"72:4354:36.886",826,"0.0",0,0,"0.0","0","2.37","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:36.917",831,"0.0",0,0,"0.0","0","2.37","2","16.00","0.00","118.94","177.80","3.88","0.00","0.00",OFF,
"72:4354:36.948",826,"0.0",0,0,"0.0","0","2.40","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:36.980",826,"0.0",0,0,"0.0","0","2.40","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.011",828,"0.0",0,0,"0.0","0","2.39","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.042",833,"0.0",0,0,"0.0","0","2.36","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.073",830,"0.0",0,0,"0.0","0","2.39","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.104",833,"0.0",0,0,"0.0","0","2.37","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.136",833,"0.0",0,0,"0.0","0","2.30","2","15.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.167",835,"0.0",0,0,"0.0","0","2.30","2","15.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.198",838,"0.0",0,0,"0.0","0","2.28","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.245",831,"0.0",0,0,"0.0","0","2.34","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.260",833,"0.0",0,0,"0.0","0","2.33","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.292",834,"0.0",0,0,"0.0","0","2.32","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.323",835,"0.0",0,0,"0.0","0","2.32","2","15.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.370",829,"0.0",0,0,"0.0","0","2.34","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.401",830,"0.0",0,0,"0.0","0","2.39","2","16.00","0.00","118.94","177.80","3.88","0.00","0.00",OFF,
"72:4354:37.432",830,"0.0",0,0,"0.0","0","2.35","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.463",827,"0.0",0,0,"0.0","0","2.35","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.494",831,"0.0",0,0,"0.0","0","2.36","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.526",826,"0.0",0,0,"0.0","0","2.36","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.557",827,"0.0",0,0,"0.0","0","2.35","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.588",829,"0.0",0,0,"0.0","0","2.34","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.619",822,"0.0",0,0,"0.0","0","2.38","2","16.25","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.650",815,"0.0",0,0,"0.0","0","2.47","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.682",815,"0.0",0,0,"0.0","0","2.45","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.713",815,"0.0",0,0,"0.0","0","2.45","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.744",814,"0.0",0,0,"0.0","0","2.40","2","16.25","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.775",820,"0.0",0,0,"0.0","0","2.40","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.806",818,"0.0",0,0,"0.0","0","2.41","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.838",820,"0.0",0,0,"0.0","0","2.40","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.884",823,"0.0",0,0,"0.0","0","2.38","2","16.25","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.916",830,"0.0",0,0,"0.0","0","2.34","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.947",828,"0.0",0,0,"0.0","0","2.36","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:37.962",828,"0.0",0,0,"0.0","0","2.35","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.009",831,"0.0",0,0,"0.0","0","2.28","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.040",834,"0.0",0,0,"0.0","0","2.28","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.072",836,"0.0",0,0,"0.0","0","2.28","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.103",832,"0.0",0,0,"0.0","0","2.31","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.134",833,"0.0",0,0,"0.0","0","2.31","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.165",834,"0.0",0,0,"0.0","0","2.31","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.196",836,"0.0",0,0,"0.0","0","2.31","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.228",836,"0.0",0,0,"0.0","0","2.37","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.259",825,"0.0",0,0,"0.0","0","2.38","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.290",825,"0.0",0,0,"0.0","0","2.37","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.321",826,"0.0",0,0,"0.0","0","2.37","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.352",829,"0.0",0,0,"0.0","0","2.34","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.399",823,"0.0",0,0,"0.0","0","2.37","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.430",824,"0.0",0,0,"0.0","0","2.41","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.446",828,"0.0",0,0,"0.0","0","2.33","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.477",831,"0.0",0,0,"0.0","0","2.37","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.524",825,"0.0",0,0,"0.0","0","2.34","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.555",825,"0.0",0,0,"0.0","0","2.34","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.586",827,"0.0",0,0,"0.0","0","2.39","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.618",828,"0.0",0,0,"0.0","0","2.39","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.649",833,"0.0",0,0,"0.0","0","2.30","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.680",827,"0.0",0,0,"0.0","0","2.34","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.711",829,"0.0",0,0,"0.0","0","2.33","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.742",831,"0.0",0,0,"0.0","0","2.32","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.774",833,"0.0",0,0,"0.0","0","2.31","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.805",826,"0.0",0,0,"0.0","0","2.36","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.836",826,"0.0",0,0,"0.0","0","2.45","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.867",819,"0.0",0,0,"0.0","0","2.45","2","16.25","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.914",820,"0.0",0,0,"0.0","0","2.34","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.945",824,"0.0",0,0,"0.0","0","2.34","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.976",814,"0.0",0,0,"0.0","0","2.47","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:38.992",818,"0.0",0,0,"0.0","0","2.42","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.039",822,"0.0",0,0,"0.0","0","2.39","2","16.25","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.070",824,"0.0",0,0,"0.0","0","2.38","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.101",824,"0.0",0,0,"0.0","0","2.33","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.132",824,"0.0",0,0,"0.0","0","2.36","2","16.00","0.00","118.94","177.80","3.88","0.00","0.00",OFF,
"72:4354:39.164",828,"0.0",0,0,"0.0","0","2.34","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.195",831,"0.0",0,0,"0.0","0","2.34","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.226",831,"0.0",0,0,"0.0","0","2.29","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.257",823,"0.0",0,0,"0.0","0","2.34","2","16.25","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.288",825,"0.0",0,0,"0.0","0","2.38","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.320",827,"0.0",0,0,"0.0","0","2.38","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.351",833,"0.0",0,0,"0.0","0","2.29","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.382",833,"0.0",0,0,"0.0","0","2.34","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.429",827,"0.0",0,0,"0.0","0","2.32","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.460",830,"0.0",0,0,"0.0","0","2.30","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.476",834,"0.0",0,0,"0.0","0","2.30","2","15.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.507",835,"0.0",0,0,"0.0","0","2.30","2","15.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.554",827,"0.0",0,0,"0.0","0","2.36","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.585",828,"0.0",0,0,"0.0","0","2.34","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.616",828,"0.0",0,0,"0.0","0","2.34","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.647",828,"0.0",0,0,"0.0","0","2.34","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.678",820,"0.0",0,0,"0.0","0","2.39","2","16.25","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.710",820,"0.0",0,0,"0.0","0","2.43","2","16.25","0.00","118.94","177.80","3.88","0.00","0.00",OFF,
"72:4354:39.741",821,"0.0",0,0,"0.0","0","2.43","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.772",826,"0.0",0,0,"0.0","0","2.34","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.803",830,"0.0",0,0,"0.0","0","2.31","2","16.25","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.834",823,"0.0",0,0,"0.0","0","2.36","2","16.25","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.866",824,"0.0",0,0,"0.0","0","2.40","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.897",828,"0.0",0,0,"0.0","0","2.32","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.944",832,"0.0",0,0,"0.0","0","2.30","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.975",832,"0.0",0,0,"0.0","0","2.35","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:39.990",824,"0.0",0,0,"0.0","0","2.32","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:40.022",827,"0.0",0,0,"0.0","0","2.32","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:40.068",830,"0.0",0,0,"0.0","0","2.31","2","15.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:40.100",835,"0.0",0,0,"0.0","0","2.31","2","15.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:40.131",827,"0.0",0,0,"0.0","0","2.36","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:40.162",829,"0.0",0,0,"0.0","0","2.34","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:40.193",831,"0.0",0,0,"0.0","0","2.34","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:40.224",834,"0.0",0,0,"0.0","0","2.31","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:40.256",834,"0.0",0,0,"0.0","0","2.33","2","15.75","0.00","118.94","177.80","3.88","0.00","0.00",OFF,
"72:4354:40.287",831,"0.0",0,0,"0.0","0","2.33","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:40.318",832,"0.0",0,0,"0.0","0","2.31","2","15.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:40.349",835,"0.0",0,0,"0.0","0","2.31","2","15.75","0.00","118.94","177.80","3.88","0.00","0.00",OFF,
"72:4354:40.380",837,"0.0",0,0,"0.0","0","2.31","2","15.75","0.00","118.94","177.80","3.88","0.00","0.00",OFF,
"72:4354:40.412",826,"0.0",0,0,"0.0","0","2.37","2","16.00","0.00","118.94","177.80","3.88","0.00","0.00",OFF,
"72:4354:40.458",827,"0.0",0,0,"0.0","0","2.36","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:40.474",826,"0.0",0,0,"0.0","0","2.36","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:40.505",827,"0.0",0,0,"0.0","0","2.34","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:40.536",827,"0.0",0,0,"0.0","0","2.39","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:40.583",820,"0.0",0,0,"0.0","0","2.39","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:40.614",818,"0.0",0,0,"0.0","0","2.39","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:40.646",820,"0.0",0,0,"0.0","0","2.37","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:40.677",820,"0.0",0,0,"0.0","0","2.42","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:40.708",811,"0.0",0,0,"0.0","0","2.40","2","16.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:40.739",814,"0.0",0,0,"0.0","0","2.43","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:40.770",815,"0.0",0,0,"0.0","0","2.42","2","16.50","0.00","118.94","177.80","3.88","0.00","0.00",OFF,
"72:4354:40.802",815,"0.0",0,0,"0.0","0","2.40","2","16.25","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:40.833",820,"0.0",0,0,"0.0","0","2.43","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:40.864",814,"0.0",0,0,"0.0","0","2.43","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:40.895",817,"0.0",0,0,"0.0","0","2.40","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:40.926",820,"0.0",0,0,"0.0","0","2.38","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:40.973",824,"0.0",0,0,"0.0","0","2.36","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:40.989",819,"0.0",0,0,"0.0","0","2.38","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:41.020",820,"0.0",0,0,"0.0","0","2.38","2","16.25","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:41.051",820,"0.0",0,0,"0.0","0","2.38","2","16.25","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:41.098",822,"0.0",0,0,"0.0","0","2.36","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:41.129",826,"0.0",0,0,"0.0","0","2.36","2","16.00","0.00","118.94","177.80","3.88","0.00","0.00",OFF,
"72:4354:41.160",824,"0.0",0,0,"0.0","0","2.32","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:41.192",827,"0.0",0,0,"0.0","0","2.36","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:41.223",828,"0.0",0,0,"0.0","0","2.37","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:41.254",830,"0.0",0,0,"0.0","0","2.36","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:41.285",822,"0.0",0,0,"0.0","0","2.41","2","16.25","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:41.316",822,"0.0",0,0,"0.0","0","2.40","2","16.25","0.00","118.94","177.80","3.88","0.00","0.00",OFF,
"72:4354:41.348",826,"0.0",0,0,"0.0","0","2.38","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:41.379",826,"0.0",0,0,"0.0","0","2.32","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:41.410",830,"0.0",0,0,"0.0","0","2.32","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:41.441",827,"0.0",0,0,"0.0","0","2.34","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:41.488",830,"0.0",0,0,"0.0","0","2.33","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:41.519",831,"0.0",0,0,"0.0","0","2.32","2","15.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:41.535",834,"0.0",0,0,"0.0","0","2.31","2","15.50","0.00","118.94","177.80","3.88","0.00","0.00",OFF,
"72:4354:41.566",816,"0.0",0,0,"0.0","0","2.41","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:41.613",815,"0.0",0,0,"0.0","0","2.46","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:41.644",815,"0.0",0,0,"0.0","0","2.37","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:41.675",818,"0.0",0,0,"0.0","0","2.36","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:41.706",819,"0.0",0,0,"0.0","0","2.36","2","16.50","0.00","118.94","177.80","3.88","0.00","0.00",OFF,
"72:4354:41.738",816,"0.0",0,0,"0.0","0","2.37","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:41.769",819,"0.0",0,0,"0.0","0","2.40","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:41.800",822,"0.0",0,0,"0.0","0","2.40","2","16.25","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:41.831",825,"0.0",0,0,"0.0","0","2.33","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:41.862",819,"0.0",0,0,"0.0","0","2.35","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:41.894",819,"0.0",0,0,"0.0","0","2.34","2","16.25","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:41.925",821,"0.0",0,0,"0.0","0","2.38","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:41.956",824,"0.0",0,0,"0.0","0","2.38","2","16.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:42.003",827,"0.0",0,0,"0.0","0","2.36","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:42.018",816,"0.0",0,0,"0.0","0","2.36","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:42.050",818,"0.0",0,0,"0.0","0","2.41","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:42.081",822,"0.0",0,0,"0.0","0","2.33","2","16.25","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:42.128",825,"0.0",0,0,"0.0","0","2.37","2","16.00","0.00","118.94","177.80","3.88","0.00","0.00",OFF,
"72:4354:42.159",812,"0.0",0,0,"0.0","0","2.45","2","16.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:42.190",812,"0.0",0,0,"0.0","0","2.43","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:42.221",814,"0.0",0,0,"0.0","0","2.43","2","16.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:42.253",818,"0.0",0,0,"0.0","0","2.40","2","17.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:42.284",820,"0.0",0,0,"0.0","0","2.94","2","17.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:42.315",818,"0.0",0,0,"0.0","6","5.43","4","6.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:42.346",822,"0.0",0,0,"0.0","15","5.43","4","6.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:42.377",827,"0.0",0,0,"0.0","23","9.19","6","5.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:42.409",851,"0.0",0,0,"0.0","26","10.66","8","0.00","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:42.440",945,"0.0",0,0,"0.0","26","13.00","10","1.25","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:42.471",1088,"0.0",0,0,"0.0","19","12.59","11","6.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:42.518",1215,"0.0",0,0,"0.0","2","9.24","9","19.25","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:42.533",1438,"0.0",0,0,"0.0","0","5.35","6","23.75","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:42.565",1529,"0.0",0,0,"0.0","0","4.83","6","25.25","0.00","118.94","177.80","3.88","0.00","0.00",OFF,
"72:4354:42.596",1654,"0.0",0,0,"0.0","0","3.95","5","30.25","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:42.643",1734,"0.0",0,0,"0.0","0","3.25","5","34.25","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:42.674",1773,"0.0",0,0,"0.0","0","2.78","4","34.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:42.705",1797,"0.0",0,0,"0.0","0","2.45","4","34.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
"72:4354:42.736",1802,"0.0",0,0,"0.0","0","2.42","4","34.50","0.00","118.94","177.80","3.90","0.00","0.00",OFF,
